0,1,4.725846829776435e-02,7.706263327044860e-09,7.075078702944237e-02
1,1,2.586142967270189e-02,5.291761360337619e-02,4.000406942844159e-02
2,1,2.646787609054979e-03,8.944672749454483e-08,4.931790646392750e-02
3,1,9.280138678100947e-04,1.636671748286935e-03,2.667526774932441e-02
4,1,8.407423140105598e-04,8.004571072257537e-12,1.233281608140578e-02
5,1,8.175505614205604e-04,4.097710306393881e-07,1.185786610761090e-02
6,1,8.050218346343426e-04,6.675185272927021e-11,6.753208829536587e-03
7,1,7.978523398799841e-04,4.757203716228370e-10,3.819215193215572e-03
8,1,7.961391699268204e-04,2.220446049250313e-14,3.019551578292458e-03
9,1,7.939313891128115e-04,2.220446049250313e-14,2.630112028280093e-03
10,1,7.928680385196249e-04,2.220446049250313e-14,1.856540626393610e-03
11,1,7.923223808914267e-04,2.220446049250313e-14,1.218023273625049e-03
12,1,7.920734937536447e-04,2.220446049250313e-14,8.713113261616214e-04
13,1,7.919612700779980e-04,2.220446049250313e-14,3.654736771811420e-04
14,1,7.919407736482107e-04,2.220446049250313e-14,1.065343920181693e-04
15,1,7.919393338678407e-04,2.220446049250313e-14,1.320696477881200e-05
16,1,7.919393035014798e-04,2.220446049250313e-14,1.463191327030507e-06
17,1,7.919393032158506e-04,2.220446049250313e-14,9.170536911782240e-08
