0,1,4.509569550769564e-02,8.093804647027867e-09,6.048199053773998e-02
1,1,2.393598755433864e-02,5.243220935742737e-02,3.934483654187415e-02
2,1,1.867563456940840e-03,7.869275196607645e-08,3.746743086567519e-02
3,1,3.909635019894202e-04,1.596066604070486e-03,2.617962285906936e-02
4,1,3.241628841953114e-04,7.722604896010307e-12,1.557269866278612e-02
5,1,2.883371821542689e-04,1.573879690389732e-06,1.398411782715579e-02
6,1,2.634232643961891e-04,1.930254269288442e-11,1.056349963857893e-02
7,1,2.499228883924843e-04,2.603359026009592e-09,5.850508012645670e-03
8,1,2.464779799727849e-04,2.220446049250313e-14,3.766183489080101e-03
9,1,2.422191593314839e-04,5.076397605126322e-13,3.874654491066389e-03
10,1,2.399792311311135e-04,2.220446049250313e-14,2.116877074019653e-03
11,1,2.393571188067028e-04,2.220446049250313e-14,6.420463841334389e-04
12,1,2.393026201863638e-04,2.220446049250313e-14,3.075572073333752e-04
13,1,2.392967710156030e-04,2.220446049250313e-14,1.396694976706861e-04
14,1,2.392948184678400e-04,2.220446049250313e-14,4.544506054477916e-05
15,1,2.392945154568795e-04,2.220446049250313e-14,1.025215651323238e-05
16,1,2.392945005201240e-04,2.220446049250313e-14,1.194995857359207e-06
17,1,2.392945003165115e-04,2.220446049250313e-14,8.685038867703246e-08
