0,1,4.491280594141402e-02,8.103362235385941e-09,5.992372145190193e-02
1,1,2.377608330480309e-02,5.237171520791258e-02,3.929335607645468e-02
2,1,1.767180122093937e-03,7.848628772257195e-08,3.658271810152341e-02
3,1,2.851638631869105e-04,1.596671972913379e-03,2.643393123402038e-02
4,1,2.171422850507153e-04,8.061915666487674e-12,1.582518758481193e-02
5,1,1.813672739142142e-04,1.621831173981552e-06,1.416360904125943e-02
6,1,1.570770188827904e-04,1.618634712200387e-11,1.023000024479100e-02
7,1,1.443680296569039e-04,2.388142800979841e-09,5.616163984138687e-03
8,1,1.412152753025667e-04,2.220446049250313e-14,3.510405159880910e-03
9,1,1.372171178000656e-04,4.195272220130751e-13,3.679178020539493e-03
10,1,1.351313409440426e-04,2.220446049250313e-14,2.045818470000293e-03
11,1,1.345437470541102e-04,2.220446049250313e-14,6.903898879329554e-04
12,1,1.344887180228175e-04,2.220446049250313e-14,3.383677977158504e-04
13,1,1.344815730963255e-04,2.220446049250313e-14,1.476562995991281e-04
14,1,1.344792142728333e-04,2.220446049250313e-14,4.837348106279043e-05
15,1,1.344788924935385e-04,2.220446049250313e-14,1.007754567047446e-05
16,1,1.344788778769927e-04,2.220446049250313e-14,1.170318836443867e-06
17,1,1.344788777185710e-04,2.220446049250313e-14,7.548690889481685e-08
