0,1,4.505471231277335e-02,8.081648676942767e-09,6.048049484450751e-02
1,1,2.391626472821247e-02,5.241490030102250e-02,3.931796803183230e-02
2,1,1.869543304268971e-03,7.857162622030757e-08,3.740197056515360e-02
3,1,3.951887848633674e-04,1.595169384442649e-03,2.621413174882200e-02
4,1,3.282429982080659e-04,7.742308251472005e-12,1.561140985022364e-02
5,1,2.920949384354624e-04,1.606944210042591e-06,1.400379484031269e-02
6,1,2.669340411406479e-04,1.912350192794198e-11,1.062323234793544e-02
7,1,2.533237866437879e-04,2.646919121188492e-09,5.883668371726058e-03
8,1,2.498304310742445e-04,2.220446049250313e-14,3.807173425527074e-03
9,1,2.455228303392730e-04,5.275098053752161e-13,3.897263598970410e-03
10,1,2.432649927066308e-04,2.220446049250313e-14,2.118333235577414e-03
11,1,2.426419597935118e-04,2.220446049250313e-14,6.343240221704500e-04
12,1,2.425880428211853e-04,2.220446049250313e-14,3.027492433809344e-04
13,1,2.425823760955561e-04,2.220446049250313e-14,1.379468510335875e-04
14,1,2.425804845231317e-04,2.220446049250313e-14,4.477249643031199e-05
15,1,2.425801884970958e-04,2.220446049250313e-14,1.015350836202695e-05
16,1,2.425801738456860e-04,2.220446049250313e-14,1.181705790132595e-06
