27072,9.31401e-05,7.86915459e-04
39240,3.88439e-05,5.34635146e-04
57024,1.87761e-05,4.11797227e-04
120720,5.16544e-06,2.69702411e-05
243384,2.94732e-06,1.06567937e-05

