0,1,4.485927063683362e-02,8.086190772155208e-09,6.072400419410751e-02
1,1,2.374541523742122e-02,5.235220077354875e-02,3.925661343535269e-02
2,1,1.718153964408309e-03,7.903734425465843e-08,3.686719478646022e-02
3,1,2.226394305222264e-04,1.598002956293074e-03,2.636650027119581e-02
4,1,1.541766000502433e-04,8.201466283906178e-12,1.568221134356719e-02
5,1,1.202445885855672e-04,1.428140842824433e-06,1.409810180211420e-02
6,1,9.744662838943558e-05,1.626714091294232e-11,9.855261821599967e-03
7,1,8.547508905710021e-05,2.128773894586687e-09,5.352236315595998e-03
8,1,8.268431954666270e-05,2.220446049250313e-14,3.180331212049713e-03
9,1,7.905034770934134e-05,3.159412620101132e-13,3.437223942823457e-03
10,1,7.714106614779820e-05,2.220446049250313e-14,2.032301157987977e-03
11,1,7.658332681069810e-05,2.220446049250313e-14,7.231366908192601e-04
12,1,7.652692264814919e-05,2.220446049250313e-14,3.622410411461172e-04
13,1,7.651859937389188e-05,2.220446049250313e-14,1.531685961891233e-04
14,1,7.651592786287300e-05,2.220446049250313e-14,5.008467295186915e-05
15,1,7.651558378654269e-05,2.220446049250313e-14,1.017567024292380e-05
16,1,7.651556890567559e-05,2.220446049250313e-14,1.177411492915820e-06
17,1,7.651556877625826e-05,2.220446049250313e-14,7.110149013856853e-08
